-275.61, -1555.28, 30.85
-275.90, -1556.26, 30.85
-276.20, -1557.24, 30.85
-276.49, -1558.24, 30.85
-276.78, -1559.23, 30.85
-277.07, -1560.23, 30.85
-277.39, -1561.22, 30.85
-277.72, -1562.22, 30.85
-278.07, -1563.25, 30.85
-278.44, -1564.28, 30.85
-278.89, -1565.31, 30.85
-279.39, -1566.32, 30.85
-279.95, -1567.35, 30.85
-280.54, -1568.39, 30.85
-281.14, -1569.44, 30.85
-281.80, -1570.47, 30.85
-282.47, -1571.48, 30.85
-283.05, -1572.33, 30.85
-283.76, -1573.36, 30.85
-284.33, -1574.20, 30.85
-284.98, -1575.23, 30.85
-285.54, -1576.11, 30.85
-286.19, -1577.16, 30.85
-286.84, -1578.19, 30.85
-287.41, -1579.15, 30.85
-287.89, -1580.08, 30.85
-288.33, -1581.07, 30.85
-288.73, -1582.11, 30.85
-289.06, -1583.15, 30.85
-289.25, -1584.14, 30.85
-289.19, -1585.19, 30.85
-288.78, -1586.22, 30.85
-288.35, -1587.16, 30.85
-287.87, -1588.06, 30.85
-287.29, -1588.97, 30.85
-286.59, -1589.79, 30.85
-285.80, -1590.52, 30.85
-284.93, -1591.26, 30.85
-284.09, -1591.86, 30.85
-283.23, -1592.46, 30.85
-282.29, -1593.11, 30.85
-281.32, -1593.76, 30.85
-280.35, -1594.41, 30.85
-279.42, -1595.03, 30.85
-278.59, -1595.58, 30.85
-277.62, -1596.23, 30.85
-276.62, -1596.88, 30.85
-275.76, -1597.45, 30.85
-274.88, -1598.03, 30.85
-273.98, -1598.63, 30.85
-273.05, -1599.24, 30.85
-272.14, -1599.84, 30.85
-271.25, -1600.43, 30.85
-270.37, -1601.01, 30.85
-269.50, -1601.58, 30.85
-268.63, -1602.16, 30.85
-267.74, -1602.74, 30.85
-266.84, -1603.33, 30.85
-265.95, -1603.92, 30.85
-265.06, -1604.50, 30.85
-264.17, -1605.09, 30.85
-263.27, -1605.68, 30.85
-262.38, -1606.27, 30.85
-261.49, -1606.86, 30.85
-260.59, -1607.45, 30.85
-259.72, -1608.02, 30.85
-258.85, -1608.60, 30.85
-257.97, -1609.20, 30.85
-257.12, -1609.83, 30.85
-256.33, -1610.48, 30.85
-255.56, -1611.17, 30.85
-254.83, -1611.87, 30.85
-254.15, -1612.61, 30.85
-253.52, -1613.39, 30.85
-252.90, -1614.39, 30.85
-252.42, -1615.43, 30.86
-252.05, -1616.49, 30.85
-251.74, -1617.57, 30.85
-251.52, -1618.66, 30.85
-251.37, -1619.76, 30.85
-251.30, -1620.91, 30.85
-251.23, -1622.03, 30.85
-251.18, -1623.15, 30.85
-251.15, -1624.26, 30.85
-251.12, -1625.39, 30.85
-251.10, -1626.57, 30.85
-251.08, -1627.76, 30.85
-251.07, -1628.76, 30.85
-251.05, -1629.91, 30.85
-251.04, -1631.00, 30.85
-251.03, -1632.01, 30.85
-251.01, -1633.11, 30.85
-251.00, -1634.22, 30.85
-250.99, -1635.33, 30.85
-251.04, -1636.36, 30.85
-251.21, -1637.43, 30.85
-251.57, -1638.40, 30.85
-252.27, -1639.14, 30.85
-253.11, -1639.77, 30.85
-254.04, -1640.22, 30.85
-255.08, -1640.49, 30.85
-256.15, -1640.53, 30.85
-257.19, -1640.46, 30.85
-258.29, -1640.39, 30.85
-259.32, -1640.30, 30.85
-260.43, -1640.21, 30.85
-261.57, -1640.11, 30.85
-262.59, -1640.08, 30.85
-263.62, -1640.07, 30.85
-264.68, -1640.07, 30.85
-265.81, -1640.07, 30.85
-266.97, -1640.10, 30.85
-268.03, -1640.18, 30.85
-269.08, -1640.33, 30.85
-270.07, -1640.56, 30.85
-271.06, -1640.86, 30.85
-272.02, -1641.26, 30.85
-273.04, -1641.68, 30.85
-273.96, -1642.11, 30.85
-274.84, -1642.63, 30.85
-275.72, -1643.19, 30.85
-276.53, -1643.87, 30.85
-277.29, -1644.57, 30.85
-277.99, -1645.37, 30.85
-278.58, -1646.24, 30.85
-279.08, -1647.18, 30.85
-279.51, -1648.18, 30.85
-279.88, -1649.21, 30.85
-280.12, -1650.28, 30.85
-280.24, -1651.38, 30.85
-280.09, -1652.46, 30.85
-279.69, -1653.48, 30.85
-279.18, -1654.37, 30.85
-278.35, -1654.94, 30.85
-277.38, -1655.33, 30.85
-276.33, -1655.30, 30.85
-275.31, -1655.17, 30.85
-274.27, -1654.83, 30.85
-273.35, -1654.32, 30.85
-272.54, -1653.69, 30.85
-271.80, -1652.94, 30.85
-271.09, -1652.06, 30.85
-270.57, -1651.13, 30.85
-270.20, -1650.12, 30.85
-269.92, -1649.09, 30.85
-269.95, -1648.00, 30.85
-270.21, -1646.95, 30.85
-270.47, -1645.94, 30.85
-270.76, -1644.80, 30.85
-270.76, -1643.77, 30.85
-270.39, -1642.76, 30.85
-269.79, -1641.89, 30.85
-269.10, -1641.10, 30.85
-268.17, -1640.60, 30.85
-267.14, -1640.40, 30.85
-266.05, -1640.38, 30.85
-265.05, -1640.37, 30.85
-263.98, -1640.40, 30.85
-262.91, -1640.50, 30.85
-261.82, -1640.57, 30.85
-260.82, -1640.62, 30.85
-259.81, -1640.66, 30.85
-258.78, -1640.69, 30.96
-257.71, -1640.65, 30.85
-256.64, -1640.61, 30.85
-255.59, -1640.58, 30.85
-254.57, -1640.55, 30.85
-253.52, -1640.53, 30.85
-252.58, -1640.15, 30.85
-251.79, -1639.45, 30.85
-251.18, -1638.61, 30.85
-250.70, -1637.67, 30.85
-250.39, -1636.63, 31.04
-250.29, -1635.54, 31.11
-250.33, -1634.47, 31.09
-250.51, -1633.39, 30.97
-250.71, -1632.24, 30.85
-250.92, -1631.18, 30.85
-251.10, -1630.04, 30.85
-251.14, -1629.01, 30.85
-251.17, -1627.99, 30.85
-251.17, -1626.94, 30.85
-251.18, -1625.89, 30.85
-251.18, -1624.72, 30.85
-251.20, -1623.55, 30.85
-251.29, -1622.35, 30.85
-251.36, -1621.35, 30.85
-251.46, -1620.33, 30.85
-251.55, -1619.33, 30.85
-251.65, -1618.29, 30.85
-251.78, -1617.27, 30.85
-251.94, -1616.25, 30.85
-252.11, -1615.25, 30.86
-252.30, -1614.10, 30.86
-252.49, -1613.00, 30.86
-252.63, -1611.93, 30.85
-252.75, -1610.89, 30.85
-252.72, -1609.85, 30.85
-252.66, -1608.79, 30.85
-252.59, -1607.74, 30.85
-252.50, -1606.63, 30.85
-252.42, -1605.62, 30.85
-252.42, -1604.60, 30.85
-252.43, -1603.60, 30.86
-252.44, -1602.57, 30.86
-252.45, -1601.51, 30.86
-252.44, -1600.40, 30.86
-252.42, -1599.36, 30.86
-252.40, -1598.35, 30.86
-252.38, -1597.28, 30.86
-252.36, -1596.19, 30.86
-252.32, -1595.07, 30.86
-252.25, -1593.95, 30.87
-252.18, -1592.83, 30.87
-252.11, -1591.67, 30.88
-252.03, -1590.58, 30.88
-251.96, -1589.48, 30.89
-251.89, -1588.40, 30.89
-251.81, -1587.31, 30.90
-251.74, -1586.25, 30.90
-251.66, -1585.19, 30.91
-251.59, -1584.12, 30.93
-251.52, -1583.06, 30.96
-251.44, -1582.01, 30.98
-251.37, -1580.98, 31.02
-251.30, -1579.91, 31.06
-251.23, -1578.88, 31.10
-251.16, -1577.88, 31.14
-251.08, -1576.79, 31.19
-251.00, -1575.78, 31.23
-250.87, -1574.75, 31.28
-250.73, -1573.65, 31.32
-250.60, -1572.63, 31.35
-250.46, -1571.60, 31.38
-250.31, -1570.57, 31.41
-250.13, -1569.51, 31.44
-249.93, -1568.40, 31.44
-249.74, -1567.38, 31.44
-249.56, -1566.36, 31.46
-249.42, -1565.24, 31.47
-249.29, -1564.23, 31.40
-249.15, -1563.16, 31.26
-248.99, -1562.01, 31.11
-248.87, -1561.01, 30.99
-248.74, -1560.01, 30.97
-248.62, -1558.98, 30.96
-248.48, -1557.95, 30.95
-248.29, -1556.89, 30.94
-248.10, -1555.87, 30.93
-247.89, -1554.86, 30.92
-247.66, -1553.81, 30.90
-247.37, -1552.78, 30.89
-246.90, -1551.68, 30.88
-246.49, -1550.74, 30.85
-246.07, -1549.80, 30.81
-245.56, -1548.69, 30.77
-245.06, -1547.62, 30.74
-244.59, -1546.60, 30.70
-244.11, -1545.58, 30.67
-243.62, -1544.56, 30.63
-243.13, -1543.52, 30.62
-242.68, -1542.58, 30.64
-242.22, -1541.60, 30.61
-241.76, -1540.64, 30.58
-241.29, -1539.69, 30.56
-240.73, -1538.79, 30.55
-240.17, -1537.90, 30.54
-239.58, -1537.00, 30.53
-238.97, -1536.08, 30.53
-238.38, -1535.18, 30.52
-237.77, -1534.26, 30.51
-237.16, -1533.36, 30.52
-236.54, -1532.43, 30.52
-235.93, -1531.52, 30.52
-235.32, -1530.62, 30.52
-234.72, -1529.72, 30.52
-234.12, -1528.82, 30.52
-233.52, -1527.93, 30.51
-232.91, -1527.03, 30.51
-232.28, -1526.13, 30.50
-231.62, -1525.21, 30.50
-230.97, -1524.30, 30.49
-230.29, -1523.40, 30.49
-229.64, -1522.60, 30.49
-228.97, -1521.76, 30.49
-228.27, -1520.90, 30.49
-227.56, -1520.03, 30.49
-226.90, -1519.22, 30.49
-226.20, -1518.37, 30.49
-225.57, -1517.60, 30.49
-224.89, -1516.77, 30.49
-224.25, -1515.87, 30.49
-223.67, -1514.99, 30.48
-223.07, -1514.07, 30.48
-222.44, -1513.11, 30.48
-221.89, -1512.22, 30.47
-221.35, -1511.33, 30.47
-220.81, -1510.43, 30.46
-220.27, -1509.47, 30.46
-219.71, -1508.47, 30.46
-219.13, -1507.46, 30.46
-218.44, -1506.49, 30.46
-217.72, -1505.55, 30.46
-217.03, -1504.81, 30.46
-216.17, -1503.98, 30.46
-215.28, -1503.26, 30.46
-214.37, -1502.75, 30.46
-213.42, -1502.37, 30.47
-212.39, -1502.03, 30.49
-211.42, -1501.79, 30.51
-210.42, -1501.63, 30.53
